#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         ElecElec            IonIon              MPC                 BlockWeight         BlockCPU            AcceptRatio         
         0   -4.5036215975e+01    2.0296441000e+03   -8.1874299391e+01    3.6838083417e+01   -2.2435792803e+01    2.6870999916e+00   -1.1022928499e+01   -5.1102678081e+01   -1.0718789675e+01    2.0000000000e+02    5.4772722300e-01    7.1420312500e-01
         1   -4.5089489056e+01    2.0344688212e+03   -8.1015439078e+01    3.5925950022e+01   -2.1462728477e+01    2.8037530519e+00   -1.1253785572e+01   -5.1102678081e+01   -1.0962308649e+01    2.0000000000e+02    5.4598450100e-01    7.2137500000e-01
         2   -4.4997081787e+01    2.0259218444e+03   -8.2670124119e+01    3.7673042332e+01   -2.3356978904e+01    3.0115946524e+00   -1.1222061786e+01   -5.1102678081e+01   -1.0980985237e+01    2.0000000000e+02    5.4398869300e-01    7.1684375000e-01
         3   -4.5101406011e+01    2.0355169609e+03   -8.1873774375e+01    3.6772368365e+01   -2.3372698216e+01    3.3941006602e+00   -1.0792498738e+01   -5.1102678081e+01   -1.0537437590e+01    2.0000000000e+02    5.4305538900e-01    7.1410937500e-01
         4   -4.5008900027e+01    2.0268144472e+03   -8.1724862575e+01    3.6715962548e+01   -2.2372683154e+01    3.0264964972e+00   -1.1275997836e+01   -5.1102678081e+01   -1.0992099757e+01    2.0000000000e+02    5.4206303200e-01    7.1657812500e-01
         5   -4.4873897176e+01    2.0150056120e+03   -8.2937364239e+01    3.8063467063e+01   -2.3321945012e+01    2.5798476803e+00   -1.1092588827e+01   -5.1102678081e+01   -1.0773915680e+01    2.0000000000e+02    5.4679406100e-01    7.1801562500e-01
         6   -4.5088772304e+01    2.0342726340e+03   -8.3182521102e+01    3.8093748799e+01   -2.3540280388e+01    2.7634530613e+00   -1.1303015694e+01   -5.1102678081e+01   -1.1043631058e+01    2.0000000000e+02    5.4273701000e-01    7.1657812500e-01
         7   -4.5091987624e+01    2.0347289331e+03   -8.2150668495e+01    3.7058680870e+01   -2.3452178706e+01    3.1175972479e+00   -1.0713408955e+01   -5.1102678081e+01   -1.0460940098e+01    2.0000000000e+02    5.4346004700e-01    7.1920312500e-01
         8   -4.4891457482e+01    2.0163001394e+03   -8.2312195206e+01    3.7420737724e+01   -2.2710861166e+01    2.9404753401e+00   -1.1439131299e+01   -5.1102678081e+01   -1.1190345077e+01    2.0000000000e+02    5.3996707800e-01    7.1315625000e-01
         9   -4.5032644388e+01    2.0293568475e+03   -8.2715577087e+01    3.7682932698e+01   -2.2585103760e+01    2.3595540530e+00   -1.1387349299e+01   -5.1102678081e+01   -1.1071037948e+01    2.0000000000e+02    5.4260751600e-01    7.1368750000e-01
        10   -4.4916898506e+01    2.0188490684e+03   -8.0616346179e+01    3.5699447673e+01   -2.1432314294e+01    3.1314142707e+00   -1.1212768075e+01   -5.1102678081e+01   -1.0899789979e+01    2.0000000000e+02    5.4571673900e-01    7.1568750000e-01
        11   -4.4876691495e+01    2.0153324462e+03   -8.2986188153e+01    3.8109496659e+01   -2.3346339392e+01    2.4829089880e+00   -1.1020079669e+01   -5.1102678081e+01   -1.0714185023e+01    2.0000000000e+02    5.4102548700e-01    7.1785937500e-01
        12   -4.5185467523e+01    2.0429924094e+03   -8.2306662698e+01    3.7121195176e+01   -2.3040149045e+01    2.9913886174e+00   -1.1155224189e+01   -5.1102678081e+01   -1.0884094582e+01    2.0000000000e+02    5.4297559200e-01    7.1778125000e-01
        13   -4.5138818723e+01    2.0398021394e+03   -8.3116907478e+01    3.7978088755e+01   -2.3865037408e+01    3.2004925057e+00   -1.1349684495e+01   -5.1102678081e+01   -1.1078211990e+01    2.0000000000e+02    5.4073198500e-01    7.1579687500e-01
        14   -4.5049071969e+01    2.0309532139e+03   -8.1918262093e+01    3.6869190124e+01   -2.2643508277e+01    2.8009028984e+00   -1.0972978633e+01   -5.1102678081e+01   -1.0687255608e+01    2.0000000000e+02    5.4173917200e-01    7.1829687500e-01
        15   -4.5072926314e+01    2.0329917742e+03   -8.1827114083e+01    3.6754187769e+01   -2.2321013920e+01    2.9271136731e+00   -1.1330535755e+01   -5.1102678081e+01   -1.1065011579e+01    2.0000000000e+02    5.4511653200e-01    7.1879687500e-01
        16   -4.5109776392e+01    2.0362828367e+03   -8.2093124335e+01    3.6983347943e+01   -2.3256960399e+01    2.9500607591e+00   -1.0683546614e+01   -5.1102678081e+01   -1.0420055801e+01    2.0000000000e+02    5.4511374900e-01    7.1631250000e-01
        17   -4.5013834066e+01    2.0275517910e+03   -8.2552711695e+01    3.7538877629e+01   -2.3410407878e+01    3.1673645781e+00   -1.1206990315e+01   -5.1102678081e+01   -1.0922662094e+01    2.0000000000e+02    5.4083789300e-01    7.1345312500e-01
        18   -4.5078666806e+01    2.0335418056e+03   -8.2365840835e+01    3.7287174029e+01   -2.3959154066e+01    3.5296124778e+00   -1.0833621166e+01   -5.1102678081e+01   -1.0529677358e+01    2.0000000000e+02    5.4582778800e-01    7.1535937500e-01
