#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         ElecElec            IonIon              MPC                 BlockWeight         BlockCPU            AcceptRatio         
         0   -5.2861135746e+01    2.7956264853e+03   -7.3142523070e+01    2.0281387324e+01   -1.7838005719e+01    6.9310107454e+00   -8.5616641789e+00   -5.3673863918e+01   -8.3965707152e+00    1.0240000000e+05    2.3251732730e+00    8.9190855369e-01
         1   -5.2875841480e+01    2.7971654031e+03   -7.3084871194e+01    2.0209029715e+01   -1.7746108479e+01    6.9306570907e+00   -8.5955558884e+00   -5.3673863918e+01   -8.4215995025e+00    1.0240000000e+05    2.3521035910e+00    8.9228891226e-01
         2   -5.2866918491e+01    2.7962263762e+03   -7.3054762848e+01    2.0187844358e+01   -1.7760079131e+01    6.9546473104e+00   -8.5754671101e+00   -5.3673863918e+01   -8.4047342001e+00    1.0240000000e+05    2.3380550030e+00    8.9240810296e-01
         3   -5.2868821819e+01    2.7964283108e+03   -7.3096150152e+01    2.0227328334e+01   -1.7844296272e+01    6.9781841682e+00   -8.5561741304e+00   -5.3673863918e+01   -8.3845153334e+00    1.0240000000e+05    2.3298851920e+00    8.9215219351e-01
         4   -5.2856994810e+01    2.7951802409e+03   -7.3056959009e+01    2.0199964199e+01   -1.7742708018e+01    6.9043432652e+00   -8.5447303383e+00   -5.3673863918e+01   -8.3822889396e+00    1.0240000000e+05    2.3335671450e+00    8.9228866186e-01
         5   -5.2859920818e+01    2.7955045080e+03   -7.3046146409e+01    2.0186225591e+01   -1.7826330337e+01    7.0141634843e+00   -8.5601156381e+00   -5.3673863918e+01   -8.3900294742e+00    1.0240000000e+05    2.3419738880e+00    8.9231395232e-01
         6   -5.2868343028e+01    2.7963685553e+03   -7.3077533293e+01    2.0209190265e+01   -1.7764845155e+01    6.9407815864e+00   -8.5796058065e+00   -5.3673863918e+01   -8.4099426096e+00    1.0240000000e+05    2.3324382970e+00    8.9223707933e-01
         7   -5.2853092922e+01    2.7947730000e+03   -7.3035249078e+01    2.0182156156e+01   -1.7785685191e+01    6.9772788300e+00   -8.5529787997e+00   -5.3673863918e+01   -8.3840093754e+00    1.0240000000e+05    2.3295939830e+00    8.9227163462e-01
         8   -5.2858316357e+01    2.7953212377e+03   -7.3079532015e+01    2.0221215658e+01   -1.7817567716e+01    6.9617126986e+00   -8.5498130807e+00   -5.3673863918e+01   -8.3830540279e+00    1.0240000000e+05    2.3413612360e+00    8.9204877804e-01
         9   -5.2860585018e+01    2.7955538169e+03   -7.3053166926e+01    2.0192581908e+01   -1.7734333189e+01    6.9171207097e+00   -8.5620905288e+00   -5.3673863918e+01   -8.3905438396e+00    1.0240000000e+05    2.3418502370e+00    8.9245042067e-01
        10   -5.2858959470e+01    2.7953982502e+03   -7.3062387179e+01    2.0203427710e+01   -1.7796871451e+01    6.9474106270e+00   -8.5390624376e+00   -5.3673863918e+01   -8.3725505254e+00    1.0240000000e+05    2.3261829840e+00    8.9209935897e-01
        11   -5.2851524580e+01    2.7946041418e+03   -7.3079227886e+01    2.0227703306e+01   -1.7833672191e+01    6.9490066179e+00   -8.5206983954e+00   -5.3673863918e+01   -8.3517744034e+00    1.0240000000e+05    2.3279923360e+00    8.9187074319e-01
        12   -5.2859933892e+01    2.7955063160e+03   -7.3043137532e+01    2.0183203640e+01   -1.7725837011e+01    6.9188038100e+00   -8.5622404125e+00   -5.3673863918e+01   -8.3945902946e+00    1.0240000000e+05    2.3171013510e+00    8.9239257812e-01
        13   -5.2860569598e+01    2.7955684986e+03   -7.3057878918e+01    2.0197309320e+01   -1.7804488647e+01    6.9702630307e+00   -8.5497893836e+00   -5.3673863918e+01   -8.3839616610e+00    1.0240000000e+05    2.3329064390e+00    8.9196464343e-01
        14   -5.2861160888e+01    2.7956138170e+03   -7.3036754322e+01    2.0175593434e+01   -1.7731388250e+01    6.9440983745e+00   -8.5756005293e+00   -5.3673863918e+01   -8.4088722235e+00    1.0240000000e+05    2.3278558810e+00    8.9184094551e-01
        15   -5.2854368927e+01    2.7949097974e+03   -7.3026493308e+01    2.0172124381e+01   -1.7743096799e+01    6.9440068564e+00   -8.5535394474e+00   -5.3673863918e+01   -8.3863745197e+00    1.0240000000e+05    2.3258118250e+00    8.9218549679e-01
        16   -5.2866899188e+01    2.7962303078e+03   -7.3080561268e+01    2.0213662080e+01   -1.7775467869e+01    6.9295892627e+00   -8.5608187447e+00   -5.3673863918e+01   -8.3866570485e+00    1.0240000000e+05    2.3349044060e+00    8.9234425080e-01
        17   -5.2862370006e+01    2.7957590560e+03   -7.3080868311e+01    2.0218498304e+01   -1.7777983480e+01    6.9242005481e+00   -8.5532214612e+00   -5.3673863918e+01   -8.3842862186e+00    1.0240000000e+05    2.3172061360e+00    8.9188476562e-01
        18   -5.2879006824e+01    2.7974966281e+03   -7.3050031035e+01    2.0171024211e+01   -1.7770855355e+01    6.9684796784e+00   -8.5737914414e+00   -5.3673863918e+01   -8.4017992031e+00    1.0240000000e+05    2.3332283040e+00    8.9236929087e-01
        19   -5.2859255293e+01    2.7954249708e+03   -7.3091710030e+01    2.0232454737e+01   -1.7851430900e+01    6.9690598748e+00   -8.5354750865e+00   -5.3673863918e+01   -8.3636399166e+00    1.0240000000e+05    2.3366347140e+00    8.9202173478e-01
