#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         ElecElec            IonIon              MPC                 BlockWeight         BlockCPU            AcceptRatio         
         0   -5.2367933487e+01    2.7438071918e+03   -7.3801725800e+01    2.1433792313e+01   -1.8050868844e+01    7.1783653112e+00   -9.2553583489e+00   -5.3673863918e+01   -9.0769637523e+00    1.0240000000e+05    2.4906083300e+00    8.9172017912e-01
         1   -5.2360924541e+01    2.7430975236e+03   -7.3793234701e+01    2.1432310160e+01   -1.8091535137e+01    7.2338656266e+00   -9.2617012729e+00   -5.3673863918e+01   -9.0873387455e+00    1.0240000000e+05    2.4913484780e+00    8.9196289063e-01
         2   -5.2363410469e+01    2.7433363291e+03   -7.3804763071e+01    2.1441352602e+01   -1.8011644987e+01    7.1521905570e+00   -9.2714447231e+00   -5.3673863918e+01   -9.0874302615e+00    1.0240000000e+05    2.5154051650e+00    8.9172232279e-01
         3   -5.2359354339e+01    2.7429084562e+03   -7.3761555642e+01    2.1402201303e+01   -1.8022254054e+01    7.1885781874e+00   -9.2540158579e+00   -5.3673863918e+01   -9.0732409530e+00    1.0240000000e+05    2.4876323600e+00    8.9160608803e-01
         4   -5.2358878171e+01    2.7428822515e+03   -7.3822355793e+01    2.1463477621e+01   -1.8098278334e+01    7.2176358945e+00   -9.2678494355e+00   -5.3673863918e+01   -9.0873810603e+00    1.0240000000e+05    2.4763516870e+00    8.9170040968e-01
         5   -5.2365658236e+01    2.7435886988e+03   -7.3824060164e+01    2.1458401928e+01   -1.8111787899e+01    7.2197148801e+00   -9.2581232274e+00   -5.3673863918e+01   -9.0758751868e+00    1.0240000000e+05    2.4711242540e+00    8.9153534680e-01
         6   -5.2357770806e+01    2.7427413540e+03   -7.3818228134e+01    2.1460457328e+01   -1.8136361264e+01    7.2333297433e+00   -9.2413326962e+00   -5.3673863918e+01   -9.0614087050e+00    1.0240000000e+05    2.4752856050e+00    8.9199242569e-01
         7   -5.2355474232e+01    2.7425216375e+03   -7.3802343064e+01    2.1446868832e+01   -1.8062342939e+01    7.1537349109e+00   -9.2198711179e+00   -5.3673863918e+01   -9.0419823088e+00    1.0240000000e+05    2.4689212690e+00    8.9206435785e-01
         8   -5.2358220568e+01    2.7428041580e+03   -7.3793763089e+01    2.1435542521e+01   -1.8028798023e+01    7.1724019533e+00   -9.2635031015e+00   -5.3673863918e+01   -9.0840654740e+00    1.0240000000e+05    2.4674900850e+00    8.9174518864e-01
         9   -5.2357715011e+01    2.7427488993e+03   -7.3787809439e+01    2.1430094429e+01   -1.8068861449e+01    7.2150515453e+00   -9.2601356177e+00   -5.3673863918e+01   -9.0843394370e+00    1.0240000000e+05    2.4875117480e+00    8.9223013529e-01
        10   -5.2355172286e+01    2.7424806907e+03   -7.3776879639e+01    2.1421707353e+01   -1.8089181662e+01    7.2241096179e+00   -9.2379436774e+00   -5.3673863918e+01   -9.0551973881e+00    1.0240000000e+05    2.4806785050e+00    8.9180640244e-01
        11   -5.2352660743e+01    2.7424658895e+03   -7.3787815733e+01    2.1435154991e+01   -1.8003132607e+01    7.1642219858e+00   -9.2750411942e+00   -5.3673863918e+01   -9.0959651972e+00    1.0240000000e+05    2.4582189800e+00    8.9188690930e-01
        12   -5.2368662575e+01    2.7438781736e+03   -7.3792060315e+01    2.1423397740e+01   -1.8026737254e+01    7.1909555902e+00   -9.2824147339e+00   -5.3673863918e+01   -9.1020323108e+00    1.0240000000e+05    2.4671802400e+00    8.9193764291e-01
        13   -5.2362485971e+01    2.7432403715e+03   -7.3804616437e+01    2.1442130465e+01   -1.8087345186e+01    7.2036240331e+00   -9.2470313661e+00   -5.3673863918e+01   -9.0657294056e+00    1.0240000000e+05    2.4605598420e+00    8.9166825457e-01
        14   -5.2372674038e+01    2.7443064375e+03   -7.3849804630e+01    2.1477130593e+01   -1.8146205943e+01    7.2077621639e+00   -9.2374969335e+00   -5.3673863918e+01   -9.0517900915e+00    1.0240000000e+05    2.4514131260e+00    8.9164062500e-01
        15   -5.2363906706e+01    2.7433866967e+03   -7.3849968197e+01    2.1486061491e+01   -1.8144117178e+01    7.2235501429e+00   -9.2555372448e+00   -5.3673863918e+01   -9.0742786857e+00    1.0240000000e+05    2.4613738800e+00    8.9161251905e-01
        16   -5.2368148955e+01    2.7438385507e+03   -7.3814593144e+01    2.1446444189e+01   -1.8111551538e+01    7.2349479259e+00   -9.2641256134e+00   -5.3673863918e+01   -9.0820342998e+00    1.0240000000e+05    2.4534596400e+00    8.9181569169e-01
        17   -5.2369964646e+01    2.7440278982e+03   -7.3819117259e+01    2.1449152613e+01   -1.8119691036e+01    7.2195732592e+00   -9.2451355650e+00   -5.3673863918e+01   -9.0637015475e+00    1.0240000000e+05    2.4660154380e+00    8.9201148056e-01
        18   -5.2355410049e+01    2.7425142582e+03   -7.3809515546e+01    2.1454105497e+01   -1.8059152140e+01    7.1805264400e+00   -9.2570259290e+00   -5.3673863918e+01   -9.0777446528e+00    1.0240000000e+05    2.4764768170e+00    8.9161990282e-01
        19   -5.2368879100e+01    2.7439207530e+03   -7.3799148051e+01    2.1430268951e+01   -1.8134468089e+01    7.2595009834e+00   -9.2503170278e+00   -5.3673863918e+01   -9.0653701196e+00    1.0240000000e+05    2.4955682350e+00    8.9143935785e-01
