# Index          LocalEnergy            Variance              Weight        NumOfWalkers      AvgSentWalkers         TrialEnergy             DiffEff      LivingFraction
         0   -4.5607820489e+01    1.1946686148e+00    5.1201584229e+02    5.1200000000e+02    0.0000000000e+00   -4.5601708079e+01    9.9293485621e-01    1.0000000000e+00
         1   -4.5642934863e+01    1.2330806951e+00    5.1208913805e+02    5.1200000000e+02    0.0000000000e+00   -4.5610914639e+01    9.9448628057e-01    9.9804687500e-01
         2   -4.5592568105e+01    1.2561938179e+00    5.1174122123e+02    5.1200000000e+02    0.0000000000e+00   -4.5660343124e+01    9.9421084295e-01    9.9414062500e-01
         3   -4.5661609599e+01    1.2000138413e+00    5.1143752438e+02    5.1100000000e+02    0.0000000000e+00   -4.5542012598e+01    9.9492955005e-01    9.9412915851e-01
         4   -4.5661308257e+01    1.2144181066e+00    5.1155428297e+02    5.1100000000e+02    0.0000000000e+00   -4.5551690691e+01    9.9519690699e-01    9.9608610568e-01
         5   -4.5665418439e+01    1.4500215850e+00    5.1144183795e+02    5.1100000000e+02    0.0000000000e+00   -4.5574216236e+01    9.9545480741e-01    9.9804305284e-01
         6   -4.5661454315e+01    1.3497798592e+00    5.1454070435e+02    5.1400000000e+02    0.0000000000e+00   -4.5556342949e+01    9.9468053102e-01    1.0000000000e+00
         7   -4.5707051037e+01    1.3315010906e+00    5.1255766186e+02    5.1500000000e+02    0.0000000000e+00   -4.6156458465e+01    9.9491908575e-01    9.8640776699e-01
         8   -4.5681937814e+01    1.2560568041e+00    5.0738630667e+02    5.0800000000e+02    0.0000000000e+00   -4.5815910097e+01    9.9464642931e-01    9.9606299213e-01
         9   -4.5716495779e+01    1.3457014845e+00    5.1065731588e+02    5.0600000000e+02    0.0000000000e+00   -4.4776741266e+01    9.9354040192e-01    9.9604743083e-01
        10   -4.5660598376e+01    1.2648308630e+00    5.0918644371e+02    5.0800000000e+02    0.0000000000e+00   -4.5453908327e+01    9.9499433848e-01    1.0000000000e+00
        11   -4.5631837461e+01    1.1471056474e+00    5.1372802953e+02    5.1100000000e+02    0.0000000000e+00   -4.5109560234e+01    9.9417765288e-01    9.9608610568e-01
        12   -4.5654113759e+01    1.2125759386e+00    5.1134414228e+02    5.1300000000e+02    0.0000000000e+00   -4.5968774956e+01    9.9371311776e-01    9.9415204678e-01
        13   -4.5638345442e+01    1.2833196592e+00    5.1059618726e+02    5.1000000000e+02    0.0000000000e+00   -4.5525934434e+01    9.9548516048e-01    9.9607843137e-01
        14   -4.5647702190e+01    1.2360923479e+00    5.0940161025e+02    5.0800000000e+02    0.0000000000e+00   -4.5363786698e+01    9.9361614783e-01    9.9803149606e-01
        15   -4.5646372873e+01    1.1342499417e+00    5.1055526446e+02    5.0800000000e+02    0.0000000000e+00   -4.5138912048e+01    9.9333171592e-01    1.0000000000e+00
        16   -4.5654893933e+01    1.1821997917e+00    5.1244969747e+02    5.1100000000e+02    0.0000000000e+00   -4.5363799099e+01    9.9412969538e-01    9.9608610568e-01
