#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         ElecElec            IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -2.3879730066e+02    5.7025504928e+04   -3.2937663436e+02    9.0579333693e+01   -1.6276571580e+03    3.1152478371e+01    7.0620111757e+02    5.6092692771e+02    1.3056000000e+04    5.3926156800e-01    6.5590375647e-01
         1   -2.3880831842e+02    5.7030795234e+04   -3.2928669683e+02    9.0478378414e+01   -1.6279302267e+03    3.1303466352e+01    7.0641313585e+02    5.6092692771e+02    1.3056000000e+04    5.4057869100e-01    6.5598005174e-01
         2   -2.3879723496e+02    5.7025492186e+04   -3.2933677356e+02    9.0539538595e+01   -1.6278046753e+03    3.1242158905e+01    7.0629881517e+02    5.6092692771e+02    1.3056000000e+04    5.3258992000e-01    6.5585397093e-01
         3   -2.3879666882e+02    5.7025224333e+04   -3.2923897574e+02    9.0442306925e+01   -1.6278720168e+03    3.1227172647e+01    7.0647894075e+02    5.6092692771e+02    1.3056000000e+04    5.3089621200e-01    6.5573680470e-01
         4   -2.3879926315e+02    5.7026442704e+04   -3.2918909709e+02    9.0389833935e+01   -1.6279382793e+03    3.1370640598e+01    7.0645161392e+02    5.6092692771e+02    1.3056000000e+04    5.2961046500e-01    6.5582614209e-01
         5   -2.3879433491e+02    5.7024096625e+04   -3.2958842660e+02    9.0794091687e+01   -1.6280460285e+03    3.1064715927e+01    7.0646595823e+02    5.6092692771e+02    1.3056000000e+04    5.3061259300e-01    6.5587514042e-01
         6   -2.3879425393e+02    5.7024043455e+04   -3.2941217956e+02    9.0617925629e+01   -1.6280466272e+03    3.1296467066e+01    7.0641105285e+02    5.6092692771e+02    1.3056000000e+04    5.2716158300e-01    6.5582212095e-01
         7   -2.3879008695e+02    5.7022088004e+04   -3.2960019444e+02    9.0810107496e+01   -1.6281461687e+03    3.1090063742e+01    7.0652898283e+02    5.6092692771e+02    1.3056000000e+04    5.3245443700e-01    6.5589996936e-01
         8   -2.3880421855e+02    5.7028804495e+04   -3.2939061544e+02    9.0586396893e+01   -1.6277701645e+03    3.1031638353e+01    7.0642098301e+02    5.6092692771e+02    1.3056000000e+04    5.2890713400e-01    6.5588035301e-01
         9   -2.3879466025e+02    5.7024229478e+04   -3.2932901433e+02    9.0534354071e+01   -1.6279286364e+03    3.1270194243e+01    7.0640250016e+02    5.6092692771e+02    1.3056000000e+04    5.3529488700e-01    6.5578469669e-01
