#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         ElecElec            IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -2.3877800895e+02    5.7016265613e+04   -3.2904251635e+02    9.0264507395e+01   -1.6276068094e+03    3.1205087422e+01    7.0643227795e+02    5.6092692771e+02    1.3056000000e+04    5.2724812000e-01    6.5645188674e-01
         1   -2.3879034810e+02    5.7022159847e+04   -3.2919751754e+02    9.0407169436e+01   -1.6279178778e+03    3.1080490625e+01    7.0671294192e+02    5.6092692771e+02    1.3056000000e+04    5.2805776600e-01    6.5650975711e-01
         2   -2.3878941499e+02    5.7021713353e+04   -3.2922429567e+02    9.0434880683e+01   -1.6276074806e+03    3.0955469922e+01    7.0650078731e+02    5.6092692771e+02    1.3056000000e+04    5.2032256700e-01    6.5641693049e-01
         3   -2.3877832343e+02    5.7016426285e+04   -3.2905125751e+02    9.0272934072e+01   -1.6278452314e+03    3.1261408076e+01    7.0660563811e+02    5.6092692771e+02    1.3056000000e+04    5.2598310200e-01    6.5640914352e-01
         4   -2.3879055517e+02    5.7022273410e+04   -3.2921452993e+02    9.0423974763e+01   -1.6277613137e+03    3.1046629840e+01    7.0657322626e+02    5.6092692771e+02    1.3056000000e+04    5.2583041400e-01    6.5636922998e-01
         5   -2.3879020468e+02    5.7022057408e+04   -3.2917684260e+02    9.0386637926e+01   -1.6276090540e+03    3.1006916754e+01    7.0649836696e+02    5.6092692771e+02    1.3056000000e+04    5.2038143800e-01    6.5630555130e-01
         6   -2.3878931289e+02    5.7021665970e+04   -3.2931234446e+02    9.0523031572e+01   -1.6278502654e+03    3.1036627587e+01    7.0657436560e+02    5.6092692771e+02    1.3056000000e+04    5.2086569900e-01    6.5628142446e-01
         7   -2.3878162143e+02    5.7017995466e+04   -3.2930298352e+02    9.0521362099e+01   -1.6279795814e+03    3.1097176188e+01    7.0665249398e+02    5.6092692771e+02    1.3056000000e+04    5.2157783700e-01    6.5631421058e-01
         8   -2.3878683390e+02    5.7020481459e+04   -3.2902390841e+02    9.0237074512e+01   -1.6278964616e+03    3.1334374094e+01    7.0661125142e+02    5.6092692771e+02    1.3056000000e+04    5.1981491300e-01    6.5641699432e-01
         9   -2.3878824402e+02    5.7021166277e+04   -3.2894182865e+02    9.0153584634e+01   -1.6279622633e+03    3.1482429299e+01    7.0661107767e+02    5.6092692771e+02    1.3056000000e+04    5.2474886700e-01    6.5625657424e-01
