#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         ElecElec            IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -2.3879309408e+02    5.7023497473e+04   -3.2936503149e+02    9.0571937412e+01   -1.6280600748e+03    3.1143972780e+01    7.0662414285e+02    5.6092692771e+02    1.3056000000e+04    5.3101344700e-01    6.5605690019e-01
         1   -2.3879876977e+02    5.7026230613e+04   -3.2919815494e+02    9.0399385176e+01   -1.6278084716e+03    3.1301453327e+01    7.0638193559e+02    5.6092692771e+02    1.3056000000e+04    5.2779407400e-01    6.5596396718e-01
         2   -2.3879088751e+02    5.7022439321e+04   -3.2921919009e+02    9.0428302580e+01   -1.6278789071e+03    3.1159532486e+01    7.0657325686e+02    5.6092692771e+02    1.3056000000e+04    5.5252882500e-01    6.5598351971e-01
         3   -2.3879831015e+02    5.7026077737e+04   -3.2937088960e+02    9.0572579452e+01   -1.6279271623e+03    3.1075411334e+01    7.0655393368e+02    5.6092692771e+02    1.3056000000e+04    5.2929643900e-01    6.5609553717e-01
         4   -2.3878859503e+02    5.7021376118e+04   -3.2943960142e+02    9.0651006385e+01   -1.6281613781e+03    3.1083236373e+01    7.0671161258e+02    5.6092692771e+02    1.3056000000e+04    5.2884767000e-01    6.5581292977e-01
         5   -2.3879911414e+02    5.7026390798e+04   -3.2929479826e+02    9.0495684121e+01   -1.6279829719e+03    3.1214880351e+01    7.0654636561e+02    5.6092692771e+02    1.3056000000e+04    5.3402393100e-01    6.5603202870e-01
         6   -2.3877136883e+02    5.7013174366e+04   -3.2932951407e+02    9.0558145236e+01   -1.6280766249e+03    3.1300234548e+01    7.0651994861e+02    5.6092692771e+02    1.3056000000e+04    5.3934372400e-01    6.5605181526e-01
         7   -2.3877220041e+02    5.7021132404e+04   -3.2943293656e+02    9.0660736155e+01   -1.6279757662e+03    3.1078967588e+01    7.0653693432e+02    5.6092692771e+02    1.3056000000e+04    5.3106169900e-01    6.5608864379e-01
         8   -2.3880323410e+02    5.7028381071e+04   -3.2933448712e+02    9.0531253014e+01   -1.6278288462e+03    3.1067122520e+01    7.0650030886e+02    5.6092692771e+02    1.3056000000e+04    5.3040634800e-01    6.5591635178e-01
         9   -2.3881545535e+02    5.7034180562e+04   -3.2919594854e+02    9.0380493192e+01   -1.6279720300e+03    3.1282906190e+01    7.0656624753e+02    5.6092692771e+02    1.3056000000e+04    5.3309959200e-01    6.5607394216e-01
