#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         ElecElec            IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -2.3877612591e+02    5.7015403822e+04   -3.2950208227e+02    9.0725956363e+01   -1.6281230899e+03    3.0897444793e+01    7.0679663509e+02    5.6092692771e+02    1.3056000000e+04    5.3986143000e-01    6.5599215771e-01
         1   -2.3881127772e+02    5.7032150638e+04   -3.2943785828e+02    9.0626580565e+01   -1.6279607222e+03    3.1061601960e+01    7.0653433427e+02    5.6092692771e+02    1.3056000000e+04    5.3977345600e-01    6.5596062687e-01
         2   -2.3878811234e+02    5.7021116785e+04   -3.2936180510e+02    9.0573692758e+01   -1.6281572815e+03    3.1226843391e+01    7.0664170527e+02    5.6092692771e+02    1.3056000000e+04    5.3745316300e-01    6.5601385910e-01
         3   -2.3879941772e+02    5.7026527887e+04   -3.2948619810e+02    9.0686780386e+01   -1.6281102496e+03    3.0946202914e+01    7.0675092090e+02    5.6092692771e+02    1.3056000000e+04    5.3447741200e-01    6.5586933211e-01
         4   -2.3880142346e+02    5.7027460078e+04   -3.2967796947e+02    9.0876546016e+01   -1.6281226401e+03    3.0866538440e+01    7.0665120452e+02    5.6092692771e+02    1.3056000000e+04    5.3486602400e-01    6.5614093988e-01
         5   -2.3878147918e+02    5.7017942145e+04   -3.2914750734e+02    9.0366028161e+01   -1.6279337158e+03    3.1263177238e+01    7.0659610352e+02    5.6092692771e+02    1.3056000000e+04    5.3764019300e-01    6.5594296790e-01
         6   -2.3879992931e+02    5.7026787765e+04   -3.2931244102e+02    9.0512511712e+01   -1.6281780196e+03    3.1136965927e+01    7.0680168492e+02    5.6092692771e+02    1.3056000000e+04    5.3533856000e-01    6.5598696640e-01
         7   -2.3881303396e+02    5.7033019485e+04   -3.2917591101e+02    9.0362877049e+01   -1.6280752043e+03    3.1300435870e+01    7.0667192968e+02    5.6092692771e+02    1.3056000000e+04    5.3448484500e-01    6.5606741047e-01
         8   -2.3880119916e+02    5.7027393619e+04   -3.2931258569e+02    9.0511386526e+01   -1.6280525454e+03    3.1081187186e+01    7.0673184478e+02    5.6092692771e+02    1.3056000000e+04    5.3676444300e-01    6.5600939117e-01
         9   -2.3880718019e+02    5.7030260591e+04   -3.2939592090e+02    9.0588740711e+01   -1.6281837890e+03    3.1111190592e+01    7.0674974976e+02    5.6092692771e+02    1.3056000000e+04    5.3505658900e-01    6.5603351801e-01
