#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         ElecElec            IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -2.3864959841e+02    5.6955547405e+04   -3.2904873959e+02    9.0399141182e+01   -1.6276053440e+03    3.0987521172e+01    7.0664215557e+02    5.6092692771e+02    1.3056000000e+04    8.5826388600e-01    6.5652860754e-01
         1   -2.3868859130e+02    5.6974226713e+04   -3.2888360702e+02    9.0195015724e+01   -1.6276870341e+03    3.1166899247e+01    7.0670960011e+02    5.6092692771e+02    1.3056000000e+04    6.6955995500e-01    6.5666236894e-01
         2   -2.3867542512e+02    5.6967920883e+04   -3.2882847910e+02    9.0153053985e+01   -1.6275930501e+03    3.1262826749e+01    7.0657481655e+02    5.6092692771e+02    1.3056000000e+04    5.7471466400e-01    6.5660603043e-01
         3   -2.3867934086e+02    5.6969831257e+04   -3.2885324529e+02    9.0173904434e+01   -1.6275443542e+03    3.1140911669e+01    7.0662326956e+02    5.6092692771e+02    1.3056000000e+04    6.0183888900e-01    6.5654481975e-01
         4   -2.3868413437e+02    5.6972057297e+04   -3.2887809317e+02    9.0193958795e+01   -1.6274502596e+03    3.1027584205e+01    7.0661765455e+02    5.6092692771e+02    1.3056000000e+04    5.9339916900e-01    6.5653271378e-01
         5   -2.3868544708e+02    5.6972772097e+04   -3.2887758665e+02    9.0192139569e+01   -1.6275314261e+03    3.1087125568e+01    7.0663978616e+02    5.6092692771e+02    1.3056000000e+04    5.9093264800e-01    6.5659845622e-01
         6   -2.3869000220e+02    5.6974870597e+04   -3.2890478522e+02    9.0214783023e+01   -1.6273780900e+03    3.1003414064e+01    7.0654296304e+02    5.6092692771e+02    1.3056000000e+04    5.9648085700e-01    6.5664296535e-01
         7   -2.3870748806e+02    5.6983185778e+04   -3.2888205136e+02    9.0174563294e+01   -1.6275128729e+03    3.1055070358e+01    7.0664882352e+02    5.6092692771e+02    1.3056000000e+04    5.8742799800e-01    6.5657769097e-01
         8   -2.3866141836e+02    5.6961275815e+04   -3.2894557153e+02    9.0284153164e+01   -1.6275233026e+03    3.1057701717e+01    7.0659310162e+02    5.6092692771e+02    1.3056000000e+04    5.9224780900e-01    6.5660358371e-01
         9   -2.3866734395e+02    5.6964053713e+04   -3.2902773514e+02    9.0360391184e+01   -1.6277368038e+03    3.1032164872e+01    7.0674997606e+02    5.6092692771e+02    1.3056000000e+04    5.8450992700e-01    6.5658524391e-01
