#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         ElecElec            IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -2.3879329427e+02    5.7023644649e+04   -3.2930202461e+02    9.0508730345e+01   -1.6277014098e+03    3.0925371194e+01    7.0654708625e+02    5.6092692771e+02    1.3056000000e+04    5.5046057300e-01    6.5615766272e-01
         1   -2.3879584035e+02    5.7024839868e+04   -3.2928237290e+02    9.0486532549e+01   -1.6279126749e+03    3.1181890123e+01    7.0652148413e+02    5.6092692771e+02    1.3056000000e+04    5.3801198900e-01    6.5604221984e-01
         2   -2.3880018933e+02    5.7026869378e+04   -3.2939861755e+02    9.0598428225e+01   -1.6276866948e+03    3.1009109935e+01    7.0635203963e+02    5.6092692771e+02    1.3056000000e+04    5.3186849900e-01    6.5616968359e-01
         3   -2.3879433189e+02    5.7024071388e+04   -3.2911412641e+02    9.0319794520e+01   -1.6276448567e+03    3.1154378951e+01    7.0644942361e+02    5.6092692771e+02    1.3056000000e+04    5.3061642200e-01    6.5621319274e-01
         4   -2.3879129920e+02    5.7022716546e+04   -3.2937047646e+02    9.0579177259e+01   -1.6278709544e+03    3.1210626536e+01    7.0636292371e+02    5.6092692771e+02    1.3056000000e+04    5.2771002200e-01    6.5612825946e-01
         5   -2.3880799795e+02    5.7030614711e+04   -3.2931974436e+02    9.0511746415e+01   -1.6276949558e+03    3.0987504710e+01    7.0646077900e+02    5.6092692771e+02    1.3056000000e+04    5.2594962000e-01    6.5608419713e-01
         6   -2.3879030440e+02    5.7022167880e+04   -3.2914341042e+02    9.0353106015e+01   -1.6278552455e+03    3.1187672640e+01    7.0659723470e+02    5.6092692771e+02    1.3056000000e+04    5.3358427200e-01    6.5612047249e-01
         7   -2.3878822899e+02    5.7021234215e+04   -3.2925598261e+02    9.0467753614e+01   -1.6280635674e+03    3.1210318669e+01    7.0667033842e+02    5.6092692771e+02    1.3056000000e+04    5.2755804300e-01    6.5607400599e-01
         8   -2.3878528956e+02    5.7019784288e+04   -3.2924657911e+02    9.0461289549e+01   -1.6276031964e+03    3.1086365164e+01    7.0634332438e+02    5.6092692771e+02    1.3056000000e+04    5.3052944900e-01    6.5604704946e-01
         9   -2.3878891703e+02    5.7021617904e+04   -3.2923904007e+02    9.0450123041e+01   -1.6278862913e+03    3.1100509531e+01    7.0661981398e+02    5.6092692771e+02    1.3056000000e+04    5.2844809200e-01    6.5602700759e-01
