#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         ElecElec            IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -2.3836159270e+02    5.6818283492e+04   -3.2787580778e+02    8.9514215081e+01   -1.6291643262e+03    3.1159253409e+01    7.0920233727e+02    5.6092692771e+02    1.3056000000e+04    3.2873928800e-01    6.5910377519e-01
         1   -2.3835657285e+02    5.6815859175e+04   -3.2777473192e+02    8.9418159063e+01   -1.6291171039e+03    3.1208187150e+01    7.0920725710e+02    5.6092692771e+02    1.3056000000e+04    3.4871924300e-01    6.5917624081e-01
         2   -2.3835423004e+02    5.6814765362e+04   -3.2769504609e+02    8.9340816049e+01   -1.6291570553e+03    3.1398333514e+01    7.0913674797e+02    5.6092692771e+02    1.3056000000e+04    3.1455871200e-01    6.5926328040e-01
         3   -2.3836449781e+02    5.6819634472e+04   -3.2774316769e+02    8.9378669887e+01   -1.6291488514e+03    3.1313508292e+01    7.0916524772e+02    5.6092692771e+02    1.3056000000e+04    3.3712773100e-01    6.5911243447e-01
         4   -2.3835753993e+02    5.6816303311e+04   -3.2776936975e+02    8.9411829820e+01   -1.6289293558e+03    3.1290909401e+01    7.0894214890e+02    5.6092692771e+02    1.3056000000e+04    3.3601824000e-01    6.5910124336e-01
         5   -2.3835461499e+02    5.6814926860e+04   -3.2780945273e+02    8.9454837747e+01   -1.6290693319e+03    3.1315036241e+01    7.0901791521e+02    5.6092692771e+02    1.3056000000e+04    3.2610417200e-01    6.5901231022e-01
         6   -2.3833915221e+02    5.6807565123e+04   -3.2788028844e+02    8.9541136225e+01   -1.6291059331e+03    3.1055363497e+01    7.0924335347e+02    5.6092692771e+02    1.3056000000e+04    3.3320064000e-01    6.5901869298e-01
         7   -2.3836192159e+02    5.6818428640e+04   -3.2786817274e+02    8.9506251155e+01   -1.6289823319e+03    3.1074010246e+01    7.0911322120e+02    5.6092692771e+02    1.3056000000e+04    3.2257076300e-01    6.5905401093e-01
         8   -2.3834579385e+02    5.6810762692e+04   -3.2781262056e+02    8.9466826702e+01   -1.6287446651e+03    3.1098940069e+01    7.0890617678e+02    5.6092692771e+02    1.3056000000e+04    3.3271579900e-01    6.5914028459e-01
         9   -2.3834263989e+02    5.6809176494e+04   -3.2782428622e+02    8.9481646338e+01   -1.6289754886e+03    3.1132500992e+01    7.0909177363e+02    5.6092692771e+02    1.3056000000e+04    3.4257334100e-01    6.5902452257e-01
