#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         ElecElec            IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -2.3867845423e+02    5.6969343552e+04   -3.2910031018e+02    9.0421855951e+01   -1.6275109564e+03    3.0853912109e+01    7.0662980643e+02    5.6092692771e+02    1.3056000000e+04    3.3057648600e-01    6.5669624013e-01
         1   -2.3867329732e+02    5.6966797982e+04   -3.2898237268e+02    9.0309075355e+01   -1.6274390248e+03    3.1013335859e+01    7.0651638854e+02    5.6092692771e+02    1.3056000000e+04    3.5112172200e-01    6.5680217269e-01
         2   -2.3867110123e+02    5.6965797422e+04   -3.2902213272e+02    9.0351031485e+01   -1.6276638829e+03    3.1018098445e+01    7.0669672400e+02    5.6092692771e+02    1.3056000000e+04    3.1988057000e-01    6.5671434589e-01
         3   -2.3869226731e+02    5.6975923790e+04   -3.2897888481e+02    9.0286617493e+01   -1.6273570111e+03    3.1070056168e+01    7.0638114243e+02    5.6092692771e+02    1.3056000000e+04    3.4114681300e-01    6.5676330167e-01
         4   -2.3866312968e+02    5.6962067328e+04   -3.2906962681e+02    9.0406497130e+01   -1.6275357266e+03    3.0898913019e+01    7.0664025902e+02    5.6092692771e+02    1.3056000000e+04    3.3319621300e-01    6.5670372923e-01
         5   -2.3868266912e+02    5.6971347617e+04   -3.2879652347e+02    9.0113854349e+01   -1.6274497786e+03    3.1170991155e+01    7.0655533625e+02    5.6092692771e+02    1.3056000000e+04    3.3110536000e-01    6.5669858047e-01
         6   -2.3866999996e+02    5.6965294019e+04   -3.2909452539e+02    9.0424525428e+01   -1.6274595826e+03    3.1049975083e+01    7.0638815439e+02    5.6092692771e+02    1.3056000000e+04    3.2894540400e-01    6.5678123723e-01
         7   -2.3867587418e+02    5.6968076255e+04   -3.2888053528e+02    9.0204661092e+01   -1.6273762111e+03    3.1111292217e+01    7.0645745585e+02    5.6092692771e+02    1.3056000000e+04    3.3125118200e-01    6.5683095895e-01
         8   -2.3866283009e+02    5.6961889384e+04   -3.2897706628e+02    9.0314236191e+01   -1.6271582264e+03    3.0864539453e+01    7.0638969294e+02    5.6092692771e+02    1.3056000000e+04    3.3060909600e-01    6.5654235175e-01
         9   -2.3866949623e+02    5.6965041788e+04   -3.2880776305e+02    9.0138266821e+01   -1.6274329193e+03    3.1165907583e+01    7.0653232091e+02    5.6092692771e+02    1.3056000000e+04    3.2226719200e-01    6.5668309164e-01
