#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         ElecElec            IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -2.3869212691e+02    5.6975891056e+04   -3.2887901272e+02    9.0186885815e+01   -1.6274327413e+03    3.1085661304e+01    7.0654113952e+02    5.6092692771e+02    1.3056000000e+04    3.1883755900e-01    6.5653211806e-01
         1   -2.3868203483e+02    5.6971057461e+04   -3.2892533095e+02    9.0243296121e+01   -1.6273614094e+03    3.0961146517e+01    7.0654800426e+02    5.6092692771e+02    1.3056000000e+04    3.5192503400e-01    6.5663660386e-01
         2   -2.3867031623e+02    5.6965405490e+04   -3.2886469316e+02    9.0194376920e+01   -1.6276103083e+03    3.1123638485e+01    7.0669504897e+02    5.6092692771e+02    1.3056000000e+04    3.2607552600e-01    6.5659711584e-01
         3   -2.3866896662e+02    5.6964890576e+04   -3.2903011228e+02    9.0361145658e+01   -1.6276677845e+03    3.1069246329e+01    7.0664149815e+02    5.6092692771e+02    1.3056000000e+04    3.3431999100e-01    6.5660134974e-01
         4   -2.3866205212e+02    5.6961504153e+04   -3.2887500365e+02    9.0212951526e+01   -1.6273900904e+03    3.1090012032e+01    7.0649814700e+02    5.6092692771e+02    1.3056000000e+04    3.3428455000e-01    6.5669249557e-01
         5   -2.3864963494e+02    5.6955604609e+04   -3.2878943927e+02    9.0139804331e+01   -1.6275158015e+03    3.1063417615e+01    7.0673601689e+02    5.6092692771e+02    1.3056000000e+04    3.3197248800e-01    6.5661098771e-01
         6   -2.3867748310e+02    5.6968865326e+04   -3.2892923756e+02    9.0251754463e+01   -1.6273311008e+03    3.1053866153e+01    7.0642106939e+02    5.6092692771e+02    1.3056000000e+04    3.2365101400e-01    6.5671666496e-01
         7   -2.3865002531e+02    5.6955787933e+04   -3.2877445677e+02    9.0124431462e+01   -1.6273602016e+03    3.1066450537e+01    7.0659236656e+02    5.6092692771e+02    1.3056000000e+04    3.3270852900e-01    6.5664428445e-01
         8   -2.3868948759e+02    5.6974581216e+04   -3.2899403150e+02    9.0304543906e+01   -1.6276420517e+03    3.1034042226e+01    7.0668705029e+02    5.6092692771e+02    1.3056000000e+04    3.2986594700e-01    6.5658120149e-01
         9   -2.3868408848e+02    5.6971996122e+04   -3.2900740692e+02    9.0323318437e+01   -1.6277700170e+03    3.0970056442e+01    7.0686562592e+02    5.6092692771e+02    1.3056000000e+04    3.3120252400e-01    6.5660366881e-01
