#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         ElecElec            IonIon              MPC                 BlockWeight         BlockCPU            AcceptRatio         
         0   -4.5176958190e+01    2.0422152993e+03   -8.2642837105e+01    3.7465878915e+01   -2.2721892841e+01    2.3985152873e+00   -1.1216781471e+01   -5.1102678081e+01   -1.0931930546e+01    5.1200000000e+02    1.0098233360e+00    7.1938069661e-01
         1   -4.5198900792e+01    2.0441704144e+03   -8.2131143784e+01    3.6932242992e+01   -2.2607228303e+01    2.6545799071e+00   -1.1075817308e+01   -5.1102678081e+01   -1.0797507640e+01    5.1200000000e+02    1.0369904160e+00    7.2178141276e-01
         2   -4.5204547381e+01    2.0446626243e+03   -8.2187648692e+01    3.6983101312e+01   -2.2437764026e+01    2.4303258318e+00   -1.1077532416e+01   -5.1102678081e+01   -1.0802916048e+01    5.1200000000e+02    1.0160918440e+00    7.1858723958e-01
         3   -4.5245766479e+01    2.0487337615e+03   -8.3426553903e+01    3.8180787424e+01   -2.2744417685e+01    1.8484972394e+00   -1.1427955375e+01   -5.1102678081e+01   -1.1139055820e+01    5.1200000000e+02    1.0021932150e+00    7.1809895833e-01
         4   -4.5163194652e+01    2.0411146168e+03   -8.2226581938e+01    3.7063387285e+01   -2.2829666974e+01    2.9392306133e+00   -1.1233467496e+01   -5.1102678081e+01   -1.0953184177e+01    5.1200000000e+02    1.0032723780e+00    7.1748860677e-01
         5   -4.5281640361e+01    2.0518203755e+03   -8.2238455584e+01    3.6956815223e+01   -2.2614861701e+01    2.6407703158e+00   -1.1161686117e+01   -5.1102678081e+01   -1.0855661612e+01    5.1200000000e+02    9.9896803800e-01    7.1647135417e-01
         6   -4.5379632276e+01    2.0610482999e+03   -8.2464160968e+01    3.7084528692e+01   -2.3178353157e+01    2.7908034688e+00   -1.0973933198e+01   -5.1102678081e+01   -1.0684246929e+01    5.1200000000e+02    1.0318087850e+00    7.2194417318e-01
         7   -4.5166977766e+01    2.0415854095e+03   -8.2483717082e+01    3.7316739316e+01   -2.3082852760e+01    2.8441683039e+00   -1.1142354545e+01   -5.1102678081e+01   -1.0853057442e+01    5.1200000000e+02    1.0294396190e+00    7.2064208984e-01
         8   -4.5170057670e+01    2.0416273020e+03   -8.2018629308e+01    3.6848571638e+01   -2.2918976534e+01    3.0001132995e+00   -1.0997087993e+01   -5.1102678081e+01   -1.0704607638e+01    5.1200000000e+02    1.0128691390e+00    7.1997070312e-01
         9   -4.5149221647e+01    2.0396959872e+03   -8.2085887170e+01    3.6936665523e+01   -2.2407241334e+01    2.4992672336e+00   -1.1075234988e+01   -5.1102678081e+01   -1.0776432393e+01    5.1200000000e+02    1.0174838340e+00    7.2094726562e-01
        10   -4.5276258827e+01    2.0513591174e+03   -8.1835779580e+01    3.6559520753e+01   -2.2478875686e+01    2.9050021479e+00   -1.1159227960e+01   -5.1102678081e+01   -1.0866779241e+01    5.1200000000e+02    1.0043574100e+00    7.2235107422e-01
        11   -4.5160478444e+01    2.0408137315e+03   -8.2275490070e+01    3.7115011626e+01   -2.2679825151e+01    2.7741956749e+00   -1.1267182513e+01   -5.1102678081e+01   -1.0974396750e+01    5.1200000000e+02    1.0118275920e+00    7.1858723958e-01
        12   -4.5301876459e+01    2.0537223735e+03   -8.2648544018e+01    3.7346667559e+01   -2.2888591713e+01    2.6018739160e+00   -1.1259148140e+01   -5.1102678081e+01   -1.0981583006e+01    5.1200000000e+02    1.0133144190e+00    7.1820068359e-01
        13   -4.5142762427e+01    2.0395534526e+03   -8.2307296392e+01    3.7164533965e+01   -2.2727332987e+01    2.7551483298e+00   -1.1232433653e+01   -5.1102678081e+01   -1.0952770779e+01    5.1200000000e+02    1.0385376410e+00    7.2460937500e-01
