#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         ElecElec            IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -5.2626173117e+01    2.7708768308e+03   -7.3575228263e+01    2.0949055146e+01   -1.8110172681e+01    7.0657129300e+00   -8.8569045944e+00   -5.3673863918e+01    2.2848000000e+04    1.6547083100e-01    6.5737092962e-01
         1   -5.2628669158e+01    2.7711454272e+03   -7.3569678531e+01    2.0941009373e+01   -1.8196381755e+01    7.1600559492e+00   -8.8594888073e+00   -5.3673863918e+01    2.2848000000e+04    1.5491534000e-01    6.5738254989e-01
         2   -5.2618994232e+01    2.7701195732e+03   -7.3498863452e+01    2.0879869220e+01   -1.8104386346e+01    7.1087733978e+00   -8.8293865860e+00   -5.3673863918e+01    2.2848000000e+04    1.4707617500e-01    6.5742745536e-01
         3   -5.2634690700e+01    2.7717495626e+03   -7.3537266063e+01    2.0902575363e+01   -1.8062557724e+01    7.0590396772e+00   -8.8598840987e+00   -5.3673863918e+01    2.2848000000e+04    1.6678456100e-01    6.5733626576e-01
         4   -5.2620764183e+01    2.7702961688e+03   -7.3542181270e+01    2.0921417087e+01   -1.8213211925e+01    7.1777753515e+00   -8.8328807785e+00   -5.3673863918e+01    2.2848000000e+04    1.5274042400e-01    6.5733884804e-01
         5   -5.2620330286e+01    2.7702394283e+03   -7.3557774506e+01    2.0937444220e+01   -1.8110871513e+01    7.0788993778e+00   -8.8519384535e+00   -5.3673863918e+01    2.2848000000e+04    1.4209979000e-01    6.5719809174e-01
         6   -5.2630811201e+01    2.7713824404e+03   -7.3549866083e+01    2.0919054882e+01   -1.8085690676e+01    7.0753764519e+00   -8.8656879414e+00   -5.3673863918e+01    2.2848000000e+04    1.8145014000e-01    6.5734543505e-01
         7   -5.2626993756e+01    2.7709502107e+03   -7.3562635362e+01    2.0935641606e+01   -1.8078882326e+01    7.0505987734e+00   -8.8604878918e+00   -5.3673863918e+01    2.2848000000e+04    1.4995725400e-01    6.5737996761e-01
         8   -5.2628447855e+01    2.7711070700e+03   -7.3536915346e+01    2.0908467491e+01   -1.8084017236e+01    7.0847922883e+00   -8.8638264804e+00   -5.3673863918e+01    2.2848000000e+04    1.3540993700e-01    6.5749921218e-01
         9   -5.2626354535e+01    2.7708906005e+03   -7.3494476006e+01    2.0868121471e+01   -1.8110186483e+01    7.1385184791e+00   -8.8489440845e+00   -5.3673863918e+01    2.2848000000e+04    1.6583426700e-01    6.5731917454e-01
