#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         ElecElec            IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -5.2628058596e+01    2.7710933014e+03   -7.3576631681e+01    2.0948573085e+01   -1.8173669420e+01    7.1211441177e+00   -8.8502424602e+00   -5.3673863918e+01    2.2848000000e+04    1.3394630600e-01    6.5725422356e-01
         1   -5.2624419480e+01    2.7707166729e+03   -7.3555162348e+01    2.0930742868e+01   -1.8128948501e+01    7.0920097325e+00   -8.8443596614e+00   -5.3673863918e+01    2.2848000000e+04    1.5674245100e-01    6.5724431022e-01
         2   -5.2627217858e+01    2.7709944624e+03   -7.3558105071e+01    2.0930887214e+01   -1.8116552624e+01    7.0767488153e+00   -8.8444373450e+00   -5.3673863918e+01    2.2848000000e+04    1.7412205000e-01    6.5721426383e-01
         3   -5.2626035644e+01    2.7708781713e+03   -7.3509371906e+01    2.0883336262e+01   -1.8132638596e+01    7.1280945963e+00   -8.8309639887e+00   -5.3673863918e+01    2.2848000000e+04    1.4263603000e-01    6.5722776611e-01
         4   -5.2619805942e+01    2.7702092944e+03   -7.3564927300e+01    2.0945121357e+01   -1.8099282636e+01    7.0638290382e+00   -8.8556097843e+00   -5.3673863918e+01    2.2848000000e+04    1.5754128500e-01    6.5714996936e-01
         5   -5.2630502003e+01    2.7713456790e+03   -7.3558915856e+01    2.0928413853e+01   -1.8117812020e+01    7.0737633025e+00   -8.8410032206e+00   -5.3673863918e+01    2.2848000000e+04    1.5600763800e-01    6.5721023722e-01
         6   -5.2607081829e+01    2.7688845452e+03   -7.3494611411e+01    2.0887529582e+01   -1.8147673168e+01    7.1638303479e+00   -8.8369046734e+00   -5.3673863918e+01    2.2848000000e+04    1.4797536900e-01    6.5708541229e-01
         7   -5.2622280492e+01    2.7704873264e+03   -7.3532970024e+01    2.0910689532e+01   -1.8204914283e+01    7.1676415055e+00   -8.8218333295e+00   -5.3673863918e+01    2.2848000000e+04    1.6253254800e-01    6.5719384629e-01
         8   -5.2623142363e+01    2.7705782524e+03   -7.3521430410e+01    2.0898288047e+01   -1.8119548394e+01    7.1129327191e+00   -8.8409508166e+00   -5.3673863918e+01    2.2848000000e+04    1.5415234700e-01    6.5717264093e-01
         9   -5.2640980132e+01    2.7724248019e+03   -7.3531563118e+01    2.0890582986e+01   -1.8156525207e+01    7.1625569526e+00   -8.8637309462e+00   -5.3673863918e+01    2.2848000000e+04    1.8651084600e-01    6.5714513305e-01
