#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         ElecElec            IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -5.2631539995e+01    2.7714470281e+03   -7.3523132876e+01    2.0891592881e+01   -1.8068952171e+01    7.0909394993e+00   -8.8712562861e+00   -5.3673863918e+01    2.2848000000e+04    1.6353190600e-01    6.5747039128e-01
         1   -5.2632324088e+01    2.7715007341e+03   -7.3484276032e+01    2.0851951944e+01   -1.8030675728e+01    7.0906388282e+00   -8.8703752145e+00   -5.3673863918e+01    2.2848000000e+04    1.7247624400e-01    6.5753794643e-01
         2   -5.2627232556e+01    2.7710157587e+03   -7.3522731151e+01    2.0895498595e+01   -1.8056183153e+01    7.0814862400e+00   -8.8741703206e+00   -5.3673863918e+01    2.2848000000e+04    1.5001541400e-01    6.5746060924e-01
         3   -5.2632535040e+01    2.7715814970e+03   -7.3576496910e+01    2.0943961870e+01   -1.8130065419e+01    7.0750533358e+00   -8.8476209090e+00   -5.3673863918e+01    2.2848000000e+04    1.4584166000e-01    6.5729803484e-01
         4   -5.2629914118e+01    2.7712969336e+03   -7.3551650894e+01    2.0921736775e+01   -1.8031024361e+01    7.0061393399e+00   -8.8529019551e+00   -5.3673863918e+01    2.2848000000e+04    1.7709633800e-01    6.5732679009e-01
         5   -5.2631538221e+01    2.7714249736e+03   -7.3571841853e+01    2.0940303632e+01   -1.8062691887e+01    7.0454369301e+00   -8.8807229782e+00   -5.3673863918e+01    2.2848000000e+04    1.5360300500e-01    6.5743154762e-01
         6   -5.2637223097e+01    2.7720436696e+03   -7.3562617688e+01    2.0925394592e+01   -1.8134211322e+01    7.1162556750e+00   -8.8707981235e+00   -5.3673863918e+01    2.2848000000e+04    1.3956116100e-01    6.5746277574e-01
         7   -5.2619471807e+01    2.7701556864e+03   -7.3521889845e+01    2.0902418039e+01   -1.8096340115e+01    7.0913262126e+00   -8.8430120245e+00   -5.3673863918e+01    2.2848000000e+04    1.6923973500e-01    6.5741404062e-01
         8   -5.2630590863e+01    2.7713441884e+03   -7.3573469146e+01    2.0942878283e+01   -1.8142146918e+01    7.0970116116e+00   -8.8544699224e+00   -5.3673863918e+01    2.2848000000e+04    1.7881963900e-01    6.5750177258e-01
         9   -5.2626735010e+01    2.7709293591e+03   -7.3477784762e+01    2.0851049753e+01   -1.8056787105e+01    7.1244023415e+00   -8.8715360807e+00   -5.3673863918e+01    2.2848000000e+04    1.5546504600e-01    6.5745936187e-01
