#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         ElecElec            IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -5.2637274055e+01    2.7720417939e+03   -7.3518905823e+01    2.0881631767e+01   -1.8075857482e+01    7.1066304228e+00   -8.8758148456e+00   -5.3673863918e+01    2.2848000000e+04    1.3682054100e-01    6.5730768557e-01
         1   -5.2632502614e+01    2.7715410075e+03   -7.3521437221e+01    2.0888934607e+01   -1.8104088884e+01    7.1129792260e+00   -8.8564636451e+00   -5.3673863918e+01    2.2848000000e+04    1.4743103600e-01    6.5739782475e-01
         2   -5.2626341898e+01    2.7708932332e+03   -7.3483610727e+01    2.0857268829e+01   -1.8094577041e+01    7.1279725822e+00   -8.8431423499e+00   -5.3673863918e+01    2.2848000000e+04    1.7377560200e-01    6.5714543943e-01
         3   -5.2611576465e+01    2.7693595964e+03   -7.3557940628e+01    2.0946364163e+01   -1.8151565574e+01    7.1325584969e+00   -8.8650696337e+00   -5.3673863918e+01    2.2848000000e+04    1.5385529000e-01    6.5730077031e-01
         4   -5.2626957683e+01    2.7709429497e+03   -7.3517978835e+01    2.0891021152e+01   -1.8100954515e+01    7.0871226283e+00   -8.8302830308e+00   -5.3673863918e+01    2.2848000000e+04    1.5521147900e-01    6.5727516632e-01
         5   -5.2633214479e+01    2.7715879923e+03   -7.3506437317e+01    2.0873222839e+01   -1.8132012122e+01    7.1428251644e+00   -8.8433864424e+00   -5.3673863918e+01    2.2848000000e+04    1.6994020100e-01    6.5732700893e-01
         6   -5.2637699571e+01    2.7720434165e+03   -7.3569806379e+01    2.0932106809e+01   -1.8123585551e+01    7.0726649066e+00   -8.8450218167e+00   -5.3673863918e+01    2.2848000000e+04    1.5233796400e-01    6.5733283001e-01
         7   -5.2627401550e+01    2.7709770873e+03   -7.3540900609e+01    2.0913499059e+01   -1.8103206279e+01    7.0950841155e+00   -8.8589145282e+00   -5.3673863918e+01    2.2848000000e+04    1.4165600900e-01    6.5728304447e-01
         8   -5.2625742647e+01    2.7708377830e+03   -7.3507826367e+01    2.0882083720e+01   -1.8092280580e+01    7.1307787755e+00   -8.8724606448e+00   -5.3673863918e+01    2.2848000000e+04    1.7163375300e-01    6.5728567052e-01
         9   -5.2628660687e+01    2.7711364520e+03   -7.3491519253e+01    2.0862858565e+01   -1.8076190722e+01    7.1063606783e+00   -8.8478252915e+00   -5.3673863918e+01    2.2848000000e+04    1.8157781800e-01    6.5737766982e-01
