#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         ElecElec            IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -5.2623191436e+01    2.7705396411e+03   -7.3542129767e+01    2.0918938332e+01   -1.8160029026e+01    7.1211462779e+00   -8.8293831011e+00   -5.3673863918e+01    2.2848000000e+04    1.3747535000e-01    6.5737731968e-01
         1   -5.2632359289e+01    2.7715316811e+03   -7.3567822740e+01    2.0935463451e+01   -1.8191651423e+01    7.1368543653e+00   -8.8391617649e+00   -5.3673863918e+01    2.2848000000e+04    1.9013704300e-01    6.5731742384e-01
         2   -5.2643151477e+01    2.7726446774e+03   -7.3542730821e+01    2.0899579344e+01   -1.8105840632e+01    7.1012095712e+00   -8.8642358423e+00   -5.3673863918e+01    2.2848000000e+04    1.5809831800e-01    6.5742220326e-01
         3   -5.2614224010e+01    2.7696197937e+03   -7.3539676140e+01    2.0925452130e+01   -1.8159598920e+01    7.1322866305e+00   -8.8384999330e+00   -5.3673863918e+01    2.2848000000e+04    1.3556753400e-01    6.5743342962e-01
         4   -5.2619421850e+01    2.7701501884e+03   -7.3513641620e+01    2.0894219771e+01   -1.8138819606e+01    7.1509655318e+00   -8.8519236284e+00   -5.3673863918e+01    2.2848000000e+04    1.5626990600e-01    6.5725540529e-01
         5   -5.2631947823e+01    2.7714501125e+03   -7.3507543049e+01    2.0875595226e+01   -1.8083976306e+01    7.0879629383e+00   -8.8376657637e+00   -5.3673863918e+01    2.2848000000e+04    1.6516406400e-01    6.5728400735e-01
         6   -5.2640941804e+01    2.7724217764e+03   -7.3528292357e+01    2.0887350553e+01   -1.8120478854e+01    7.1112920059e+00   -8.8452415912e+00   -5.3673863918e+01    2.2848000000e+04    1.5364293900e-01    6.5734394695e-01
         7   -5.2637714523e+01    2.7720671779e+03   -7.3580977482e+01    2.0943262959e+01   -1.8083941070e+01    7.0353888454e+00   -8.8585613394e+00   -5.3673863918e+01    2.2848000000e+04    1.6757300600e-01    6.5732300420e-01
         8   -5.2625949707e+01    2.7708391514e+03   -7.3504777326e+01    2.0878827619e+01   -1.8072582226e+01    7.0890329206e+00   -8.8473641022e+00   -5.3673863918e+01    2.2848000000e+04    1.6292356000e-01    6.5738837097e-01
         9   -5.2630158103e+01    2.7713024807e+03   -7.3532626592e+01    2.0902468489e+01   -1.8145186831e+01    7.1372885168e+00   -8.8508643600e+00   -5.3673863918e+01    2.2848000000e+04    1.4918037900e-01    6.5737832633e-01
