#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         ElecElec            IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -5.2618098907e+01    2.7700799155e+03   -7.3500814513e+01    2.0882715606e+01   -1.8126978587e+01    7.1343361891e+00   -8.8343081974e+00   -5.3673863918e+01    2.2848000000e+04    1.2882548000e-01    6.5755136117e-01
         1   -5.2626081309e+01    2.7708738310e+03   -7.3506147118e+01    2.0880065809e+01   -1.8129560189e+01    7.1644225326e+00   -8.8671455447e+00   -5.3673863918e+01    2.2848000000e+04    1.2690086500e-01    6.5759884891e-01
         2   -5.2616523239e+01    2.7698878825e+03   -7.3522792459e+01    2.0906269220e+01   -1.8061621323e+01    7.0514744286e+00   -8.8387816462e+00   -5.3673863918e+01    2.2848000000e+04    1.2711341000e-01    6.5764042805e-01
         3   -5.2616693456e+01    2.7698726407e+03   -7.3510886887e+01    2.0894193430e+01   -1.8117550984e+01    7.1081770050e+00   -8.8276489901e+00   -5.3673863918e+01    2.2848000000e+04    1.3051542300e-01    6.5763495711e-01
         4   -5.2632742113e+01    2.7715614964e+03   -7.3476833905e+01    2.0844091791e+01   -1.8080509482e+01    7.1193102866e+00   -8.8417707918e+00   -5.3673863918e+01    2.2848000000e+04    1.2806691400e-01    6.5761257003e-01
         5   -5.2622247179e+01    2.7704573582e+03   -7.3468322565e+01    2.0846075386e+01   -1.8168986965e+01    7.2142761714e+00   -8.8397478541e+00   -5.3673863918e+01    2.2848000000e+04    1.2748238000e-01    6.5761558999e-01
         6   -5.2619794950e+01    2.7702251732e+03   -7.3520040787e+01    2.0900245837e+01   -1.8085438363e+01    7.0684880960e+00   -8.8292266022e+00   -5.3673863918e+01    2.2848000000e+04    1.2686155600e-01    6.5766296831e-01
         7   -5.2617734778e+01    2.7699946984e+03   -7.3489866459e+01    2.0872131681e+01   -1.8105842131e+01    7.1096032573e+00   -8.8197636677e+00   -5.3673863918e+01    2.2848000000e+04    1.3209547700e-01    6.5751127013e-01
         8   -5.2629488304e+01    2.7712517734e+03   -7.3496940695e+01    2.0867452391e+01   -1.8086772949e+01    7.1080520957e+00   -8.8443559240e+00   -5.3673863918e+01    2.2848000000e+04    1.2741720600e-01    6.5755203957e-01
         9   -5.2620237932e+01    2.7702869649e+03   -7.3495566253e+01    2.0875328321e+01   -1.8062754237e+01    7.0782248173e+00   -8.8371729154e+00   -5.3673863918e+01    2.2848000000e+04    1.2925449700e-01    6.5755168943e-01
