#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         ElecElec            IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -5.2617232597e+01    2.7699855692e+03   -7.3434741332e+01    2.0817508735e+01   -1.8075111533e+01    7.1396868131e+00   -8.8254526940e+00   -5.3673863918e+01    2.2848000000e+04    1.3648867000e-01    6.5773076418e-01
         1   -5.2622754797e+01    2.7705326529e+03   -7.3502296556e+01    2.0879541759e+01   -1.8004791587e+01    7.0474796123e+00   -8.8711206635e+00   -5.3673863918e+01    2.2848000000e+04    1.4762513600e-01    6.5781991859e-01
         2   -5.2625743010e+01    2.7708415875e+03   -7.3521425520e+01    2.0895682510e+01   -1.8050845042e+01    7.0641058990e+00   -8.8608224593e+00   -5.3673863918e+01    2.2848000000e+04    1.5564962100e-01    6.5764964111e-01
         3   -5.2611635585e+01    2.7693731819e+03   -7.3477237641e+01    2.0865602056e+01   -1.8014546478e+01    7.0632299565e+00   -8.8520572015e+00   -5.3673863918e+01    2.2848000000e+04    2.0854318100e-01    6.5765506828e-01
         4   -5.2618403241e+01    2.7700773203e+03   -7.3472336253e+01    2.0853933012e+01   -1.8013689123e+01    7.0613034618e+00   -8.8460866743e+00   -5.3673863918e+01    2.2848000000e+04    1.4185604200e-01    6.5771804972e-01
         5   -5.2617630692e+01    2.7700346393e+03   -7.3504151118e+01    2.0886520425e+01   -1.8022725276e+01    7.0361863419e+00   -8.8437482661e+00   -5.3673863918e+01    2.2848000000e+04    1.3947169000e-01    6.5770380340e-01
         6   -5.2607639826e+01    2.7689640258e+03   -7.3491020796e+01    2.0883380970e+01   -1.8042763226e+01    7.0645346248e+00   -8.8389282768e+00   -5.3673863918e+01    2.2848000000e+04    1.8281454600e-01    6.5760694590e-01
         7   -5.2618398479e+01    2.7700888850e+03   -7.3497514844e+01    2.0879116364e+01   -1.8054291853e+01    7.0820461973e+00   -8.8514052707e+00   -5.3673863918e+01    2.2848000000e+04    1.4799744700e-01    6.5776593137e-01
         8   -5.2621591609e+01    2.7704140051e+03   -7.3492456466e+01    2.0870864858e+01   -1.8063213450e+01    7.0975893905e+00   -8.8529684890e+00   -5.3673863918e+01    2.2848000000e+04    1.2742969300e-01    6.5774632353e-01
         9   -5.2627976254e+01    2.7710849502e+03   -7.3467050539e+01    2.0839074284e+01   -1.8100200011e+01    7.1590052977e+00   -8.8519919080e+00   -5.3673863918e+01    2.2848000000e+04    1.4731627600e-01    6.5764966299e-01
