#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         ElecElec            IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -5.2627629814e+01    2.7710018818e+03   -7.3457562190e+01    2.0829932376e+01   -1.8186935026e+01    7.1241089479e+00   -8.7208721942e+00   -5.3673863918e+01    2.2848000000e+04    1.5828285100e-01    6.5797966999e-01
         1   -5.2620462498e+01    2.7702562956e+03   -7.3445348164e+01    2.0824885667e+01   -1.8247136902e+01    7.1641119099e+00   -8.6884592541e+00   -5.3673863918e+01    2.2848000000e+04    1.5480681300e-01    6.5799284401e-01
         2   -5.2628845757e+01    2.7710892387e+03   -7.3524529911e+01    2.0895684154e+01   -1.8245906757e+01    7.0979855218e+00   -8.7027447573e+00   -5.3673863918e+01    2.2848000000e+04    1.4985692100e-01    6.5796798407e-01
         3   -5.2627840494e+01    2.7709932985e+03   -7.3456608429e+01    2.0828767935e+01   -1.8193283073e+01    7.0956319185e+00   -8.6850933566e+00   -5.3673863918e+01    2.2848000000e+04    1.4737494900e-01    6.5802094275e-01
         4   -5.2620500127e+01    2.7702438929e+03   -7.3446724783e+01    2.0826224656e+01   -1.8240230173e+01    7.1699095584e+00   -8.7025402503e+00   -5.3673863918e+01    2.2848000000e+04    1.5329632700e-01    6.5792892157e-01
         5   -5.2620127449e+01    2.7701850395e+03   -7.3443646347e+01    2.0823518898e+01   -1.8232983693e+01    7.1524506789e+00   -8.6892494154e+00   -5.3673863918e+01    2.2848000000e+04    1.5358224600e-01    6.5786987920e-01
         6   -5.2619996764e+01    2.7701783969e+03   -7.3533677137e+01    2.0913680373e+01   -1.8245274795e+01    7.0858496094e+00   -8.7003880337e+00   -5.3673863918e+01    2.2848000000e+04    1.4046714200e-01    6.5792951243e-01
         7   -5.2617332533e+01    2.7699224450e+03   -7.3493842733e+01    2.0876510200e+01   -1.8180168975e+01    7.0736751765e+00   -8.7134850170e+00   -5.3673863918e+01    2.2848000000e+04    1.6118155300e-01    6.5796588323e-01
         8   -5.2636315044e+01    2.7719025083e+03   -7.3511438529e+01    2.0875123485e+01   -1.8187240152e+01    7.0699803545e+00   -8.7203148138e+00   -5.3673863918e+01    2.2848000000e+04    1.4897068900e-01    6.5811615896e-01
         9   -5.2610871911e+01    2.7692478147e+03   -7.3479430455e+01    2.0868558545e+01   -1.8232037792e+01    7.1075105202e+00   -8.6810392656e+00   -5.3673863918e+01    2.2848000000e+04    1.3559459100e-01    6.5811504289e-01
