#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         ElecElec            IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -5.2607216228e+01    2.7689157210e+03   -7.3424402271e+01    2.0817186043e+01   -1.8018533880e+01    7.0979701966e+00   -8.8299746693e+00   -5.3673863918e+01    2.2848000000e+04    1.2914976900e-01    6.5772402398e-01
         1   -5.2605768993e+01    2.7687527465e+03   -7.3454980142e+01    2.0849211150e+01   -1.8027014457e+01    7.0849485775e+00   -8.8390503452e+00   -5.3673863918e+01    2.2848000000e+04    1.5391880600e-01    6.5771220676e-01
         2   -5.2621344563e+01    2.7704005461e+03   -7.3479388983e+01    2.0858044421e+01   -1.8091428613e+01    7.1374647942e+00   -8.8515612468e+00   -5.3673863918e+01    2.2848000000e+04    1.5032035600e-01    6.5767080270e-01
         3   -5.2642636215e+01    2.7726211899e+03   -7.3431410001e+01    2.0788773786e+01   -1.7939793180e+01    7.0668230673e+00   -8.8845759707e+00   -5.3673863918e+01    2.2848000000e+04    1.5381661300e-01    6.5761460522e-01
         4   -5.2638881511e+01    2.7722065368e+03   -7.3522049794e+01    2.0883168284e+01   -1.8028173124e+01    7.0310697727e+00   -8.8510825257e+00   -5.3673863918e+01    2.2848000000e+04    1.4230115500e-01    6.5770343137e-01
         5   -5.2617225779e+01    2.7699707426e+03   -7.3417459528e+01    2.0800233749e+01   -1.8005216573e+01    7.1066671848e+00   -8.8450462214e+00   -5.3673863918e+01    2.2848000000e+04    1.4505298800e-01    6.5774466036e-01
         6   -5.2619415786e+01    2.7701766067e+03   -7.3532224910e+01    2.0912809125e+01   -1.8075418064e+01    7.0559034933e+00   -8.8388464221e+00   -5.3673863918e+01    2.2848000000e+04    1.5705828900e-01    6.5776540616e-01
         7   -5.2624338083e+01    2.7707192751e+03   -7.3463526133e+01    2.0839188051e+01   -1.8088251739e+01    7.1386323906e+00   -8.8400428675e+00   -5.3673863918e+01    2.2848000000e+04    1.4799200500e-01    6.5774209996e-01
         8   -5.2619532499e+01    2.7702017990e+03   -7.3485665156e+01    2.0866132656e+01   -1.8034839946e+01    7.0674537063e+00   -8.8444149985e+00   -5.3673863918e+01    2.2848000000e+04    1.4050544400e-01    6.5774700193e-01
         9   -5.2629582161e+01    2.7712573223e+03   -7.3503947371e+01    2.0874365210e+01   -1.8033580692e+01    7.0702981656e+00   -8.8668009268e+00   -5.3673863918e+01    2.2848000000e+04    1.5700326700e-01    6.5777475053e-01
