#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         ElecElec            IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -5.2476454930e+01    2.7550697810e+03   -7.3168439665e+01    2.0691984736e+01   -1.8669545964e+01    7.2307324195e+00   -8.0557622030e+00   -5.3673863918e+01    2.2848000000e+04    1.3802258000e-01    6.6098875175e-01
         1   -5.2479687771e+01    2.7554199946e+03   -7.3098743651e+01    2.0619055880e+01   -1.8486475000e+01    7.1377537962e+00   -8.0761585289e+00   -5.3673863918e+01    2.2848000000e+04    1.6907477000e-01    6.6099608281e-01
         2   -5.2473797091e+01    2.7547882852e+03   -7.3114861505e+01    2.0641064414e+01   -1.8496487464e+01    7.1325315710e+00   -8.0770416943e+00   -5.3673863918e+01    2.2848000000e+04    1.6857565200e-01    6.6093693102e-01
         3   -5.2470318727e+01    2.7544270160e+03   -7.3106846046e+01    2.0636527319e+01   -1.8571144546e+01    7.1761981035e+00   -8.0380356857e+00   -5.3673863918e+01    2.2848000000e+04    1.3681437800e-01    6.6098170518e-01
         4   -5.2463327176e+01    2.7537118759e+03   -7.3136755910e+01    2.0673428734e+01   -1.8549978750e+01    7.1404625506e+00   -8.0533757928e+00   -5.3673863918e+01    2.2848000000e+04    1.4252312100e-01    6.6103111870e-01
         5   -5.2464599947e+01    2.7538357592e+03   -7.3097896299e+01    2.0633296351e+01   -1.8531342173e+01    7.1509008457e+00   -8.0435910537e+00   -5.3673863918e+01    2.2848000000e+04    1.5942427900e-01    6.6093441439e-01
         6   -5.2471507363e+01    2.7545631223e+03   -7.3129284420e+01    2.0657777057e+01   -1.8525854397e+01    7.1209623194e+00   -8.0505284250e+00   -5.3673863918e+01    2.2848000000e+04    1.6289624800e-01    6.6096686800e-01
         7   -5.2479161021e+01    2.7553790275e+03   -7.3144911215e+01    2.0665750195e+01   -1.8559180862e+01    7.1300602613e+00   -8.0419266971e+00   -5.3673863918e+01    2.2848000000e+04    1.4568707900e-01    6.6102035189e-01
         8   -5.2468594184e+01    2.7542796960e+03   -7.3133514965e+01    2.0664920780e+01   -1.8525560551e+01    7.1097123370e+00   -8.0438028323e+00   -5.3673863918e+01    2.2848000000e+04    1.3783490100e-01    6.6106643908e-01
         9   -5.2471706817e+01    2.7545846012e+03   -7.3132655301e+01    2.0660948483e+01   -1.8552669464e+01    7.1600885567e+00   -8.0662104759e+00   -5.3673863918e+01    2.2848000000e+04    1.7547177400e-01    6.6102017682e-01
