#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         ElecElec            IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -5.1600261843e+01    2.6672824981e+03   -7.2160476368e+01    2.0560214526e+01   -1.8859940127e+01    7.1272459991e+00   -6.7539183223e+00   -5.3673863918e+01    2.2848000000e+04    1.2908920000e-01    6.6477107405e-01
         1   -5.1645569948e+01    2.6718978338e+03   -7.2209294634e+01    2.0563724686e+01   -1.8888998619e+01    7.1433505319e+00   -6.7897826286e+00   -5.3673863918e+01    2.2848000000e+04    1.2417632600e-01    6.6465544030e-01
         2   -5.1624716425e+01    2.6697183458e+03   -7.2204680661e+01    2.0579964237e+01   -1.8880124956e+01    7.1209785851e+00   -6.7716703724e+00   -5.3673863918e+01    2.2848000000e+04    1.2427170400e-01    6.6470249037e-01
         3   -5.1642022149e+01    2.6715757480e+03   -7.2212455280e+01    2.0570433132e+01   -1.8839006203e+01    7.0991273528e+00   -6.7987125125e+00   -5.3673863918e+01    2.2848000000e+04    1.2492777100e-01    6.6468960084e-01
         4   -5.1621711000e+01    2.6694021629e+03   -7.2153409123e+01    2.0531698124e+01   -1.8820013777e+01    7.1295842342e+00   -6.7891156630e+00   -5.3673863918e+01    2.2848000000e+04    1.2476850800e-01    6.6467375700e-01
         5   -5.1603837260e+01    2.6676117555e+03   -7.2178012820e+01    2.0574175560e+01   -1.8904772266e+01    7.1431775020e+00   -6.7425541383e+00   -5.3673863918e+01    2.2848000000e+04    1.2466238100e-01    6.6469684436e-01
         6   -5.1602809164e+01    2.6674805794e+03   -7.2214989875e+01    2.0612180711e+01   -1.8893225640e+01    7.0779449311e+00   -6.7258452484e+00   -5.3673863918e+01    2.2848000000e+04    1.2326535000e-01    6.6464320728e-01
         7   -5.1607056158e+01    2.6679309930e+03   -7.2155656798e+01    2.0548600640e+01   -1.8872925593e+01    7.1384339401e+00   -6.7473012269e+00   -5.3673863918e+01    2.2848000000e+04    1.2347546500e-01    6.6463508841e-01
         8   -5.1635669173e+01    2.6708300429e+03   -7.2213649562e+01    2.0577980389e+01   -1.8874240468e+01    7.1181209493e+00   -6.7836661263e+00   -5.3673863918e+01    2.2848000000e+04    1.2337746400e-01    6.6476989233e-01
         9   -5.1606475449e+01    2.6678867025e+03   -7.2087674047e+01    2.0481198598e+01   -1.8785692573e+01    7.1532796914e+00   -6.7813972476e+00   -5.3673863918e+01    2.2848000000e+04    1.2358067400e-01    6.6476733193e-01
