#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         ElecElec            IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -5.2630304359e+01    2.7713464325e+03   -7.3536764623e+01    2.0906460265e+01   -1.8159030586e+01    7.1225911237e+00   -8.8264612433e+00   -5.3673863918e+01    2.2848000000e+04    1.5333024000e-01    6.5760243785e-01
         1   -5.2631752632e+01    2.7714643535e+03   -7.3527092417e+01    2.0895339785e+01   -1.8093089099e+01    7.0878644783e+00   -8.8480038787e+00   -5.3673863918e+01    2.2848000000e+04    1.4994492600e-01    6.5759906775e-01
         2   -5.2607550067e+01    2.7689451712e+03   -7.3518030205e+01    2.0910480138e+01   -1.8106450146e+01    7.1091530537e+00   -8.8468691954e+00   -5.3673863918e+01    2.2848000000e+04    1.5267527700e-01    6.5764128151e-01
         3   -5.2614938342e+01    2.7696958218e+03   -7.3561608007e+01    2.0946669665e+01   -1.8139089565e+01    7.0931486141e+00   -8.8418031387e+00   -5.3673863918e+01    2.2848000000e+04    1.4612720400e-01    6.5756481968e-01
         4   -5.2614669070e+01    2.7696854477e+03   -7.3514368456e+01    2.0899699386e+01   -1.8112636901e+01    7.0985696506e+00   -8.8264372881e+00   -5.3673863918e+01    2.2848000000e+04    1.5253499500e-01    6.5760070903e-01
         5   -5.2624522656e+01    2.7707128675e+03   -7.3481171961e+01    2.0856649304e+01   -1.8045152292e+01    7.0954170624e+00   -8.8575728132e+00   -5.3673863918e+01    2.2848000000e+04    1.3789987400e-01    6.5768620886e-01
         6   -5.2639561376e+01    2.7722965222e+03   -7.3549693513e+01    2.0910132137e+01   -1.8052718609e+01    7.0376429776e+00   -8.8607539639e+00   -5.3673863918e+01    2.2848000000e+04    1.6401295500e-01    6.5759968050e-01
         7   -5.2619201871e+01    2.7701713734e+03   -7.3466728011e+01    2.0847526140e+01   -1.8156993490e+01    7.1914211553e+00   -8.8272917578e+00   -5.3673863918e+01    2.2848000000e+04    1.4317258000e-01    6.5750932248e-01
         8   -5.2597623712e+01    2.7679095451e+03   -7.3497774896e+01    2.0900151184e+01   -1.8098874291e+01    7.1250861890e+00   -8.8501228759e+00   -5.3673863918e+01    2.2848000000e+04    1.4600541400e-01    6.5761847864e-01
         9   -5.2629518375e+01    2.7712564944e+03   -7.3470132898e+01    2.0840614523e+01   -1.8043662818e+01    7.0923496095e+00   -8.8449557714e+00   -5.3673863918e+01    2.2848000000e+04    1.5441274900e-01    6.5761738445e-01
