#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         ElecElec            IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -5.2627752273e+01    2.7710440492e+03   -7.3490825131e+01    2.0863072857e+01   -1.8042717059e+01    7.0953727361e+00   -8.8696168899e+00   -5.3673863918e+01    2.2848000000e+04    1.3964342900e-01    6.5752536327e-01
         1   -5.2627436801e+01    2.7710291100e+03   -7.3535920252e+01    2.0908483451e+01   -1.8095317298e+01    7.0687829970e+00   -8.8355220326e+00   -5.3673863918e+01    2.2848000000e+04    1.5342912000e-01    6.5775536152e-01
         2   -5.2629727696e+01    2.7712590032e+03   -7.3528777584e+01    2.0899049888e+01   -1.8130480936e+01    7.1172199256e+00   -8.8416526562e+00   -5.3673863918e+01    2.2848000000e+04    1.7868026400e-01    6.5772216387e-01
         3   -5.2625094469e+01    2.7707998743e+03   -7.3547141912e+01    2.0922047443e+01   -1.8143743457e+01    7.1097278227e+00   -8.8392623593e+00   -5.3673863918e+01    2.2848000000e+04    1.4136456200e-01    6.5766832983e-01
         4   -5.2613558123e+01    2.7695496098e+03   -7.3540540977e+01    2.0926982854e+01   -1.8121528005e+01    7.0761369052e+00   -8.8212859600e+00   -5.3673863918e+01    2.2848000000e+04    1.4182040700e-01    6.5761305147e-01
         5   -5.2616920872e+01    2.7699090996e+03   -7.3500182678e+01    2.0883261805e+01   -1.8141454407e+01    7.1537276020e+00   -8.8385919550e+00   -5.3673863918e+01    2.2848000000e+04    1.4748746400e-01    6.5749354429e-01
         6   -5.2609014304e+01    2.7690712450e+03   -7.3481061539e+01    2.0872047235e+01   -1.8077193565e+01    7.1076204706e+00   -8.8376245274e+00   -5.3673863918e+01    2.2848000000e+04    1.5866926500e-01    6.5759753589e-01
         7   -5.2628090132e+01    2.7710854939e+03   -7.3457698864e+01    2.0829608732e+01   -1.8082804448e+01    7.1409234792e+00   -8.8419539767e+00   -5.3673863918e+01    2.2848000000e+04    1.5907174600e-01    6.5772774422e-01
         8   -5.2610107460e+01    2.7692073211e+03   -7.3502171914e+01    2.0892064454e+01   -1.8098163821e+01    7.0985089972e+00   -8.8286531721e+00   -5.3673863918e+01    2.2848000000e+04    1.4114091000e-01    6.5765189513e-01
         9   -5.2616848921e+01    2.7699326814e+03   -7.3559353922e+01    2.0942505001e+01   -1.8133574784e+01    7.0826321921e+00   -8.8345474122e+00   -5.3673863918e+01    2.2848000000e+04    1.6937158200e-01    6.5764985994e-01
